15:15:10.951	368

15:15:11.950	373

15:15:12.950	368

15:15:13.949	316

15:15:14.949	368

15:15:15.953	373

15:15:16.952	376

15:15:17.952	406

15:15:18.952	374

15:15:19.952	368

15:15:20.953	374

15:15:21.940	360

15:15:22.955	378

15:15:23.955	416

15:15:24.955	366

15:15:25.953	377

15:15:26.969	366

15:15:27.969	358

15:15:28.968	361

15:15:29.968	376

15:15:30.970	371

15:15:31.968	361

15:15:32.967	386

15:15:33.967	372

15:15:34.968	363

15:15:35.967	386

15:15:36.967	372

15:15:37.982	376

15:15:38.967	362

15:15:39.984	371

15:15:40.984	365

15:15:41.984	357

15:15:42.984	380

15:15:43.983	378

15:15:44.983	362

15:15:46.001	360

15:15:46.986	363

15:15:47.985	360

15:15:48.985	350

15:15:49.984	370

15:15:50.987	360

15:15:51.987	374

15:15:52.986	359

15:15:54.002	338

15:15:54.986	359

15:15:55.986	365

15:15:57.016	372

15:15:57.985	276

15:15:59.000	350

15:16:00.000	361

15:16:01.000	356

15:16:02.000	356

15:16:03.000	365

15:16:03.999	365

15:16:04.999	363

15:16:06.002	369

15:16:07.001	376

15:16:08.004	372

15:16:09.004	355

15:16:10.004	372

15:16:11.003	357

15:16:12.003	372

15:16:13.003	360

15:16:14.018	462

15:16:15.002	372

15:16:16.005	354

15:16:17.005	362

15:16:18.005	364

15:16:19.020	264

15:16:20.020	359

15:16:21.020	366

15:16:22.020	366

15:16:23.019	370

15:16:24.019	334

15:16:25.019	352

15:16:26.022	371

15:16:27.022	352

15:16:28.022	366

15:16:29.021	370

15:16:30.021	363

15:16:31.023	355

15:16:32.023	343

15:16:33.023	354

15:16:34.023	362

15:16:35.022	360

15:16:36.038	357

15:16:37.037	364

15:16:38.037	370

15:16:39.037	364

15:16:40.037	353

15:16:41.040	361

15:16:42.040	364

15:16:43.039	369

15:16:44.033	366

15:16:45.033	353

15:16:46.040	364

15:16:47.048	359

15:16:48.039	365

15:16:49.044	366

15:16:50.054	352

15:16:51.042	355

15:16:52.038	366

15:16:53.042	353

15:16:54.042	352

15:16:55.054	356

15:16:56.058	355

15:16:57.056	358

15:16:58.056	362

15:16:59.059	353

15:17:00.051	373

15:17:01.060	353

15:17:02.059	368

15:17:03.056	354

15:17:04.063	357

15:17:05.062	365

15:17:06.061	362

15:17:07.068	385

15:17:08.070	360

15:17:09.074	341

15:17:10.060	362

15:17:11.065	364

15:17:12.068	352

15:17:13.067	348

15:17:14.066	337

15:17:15.083	366

15:17:16.067	360

15:17:17.067	359

15:17:18.074	354

15:17:19.068	351

15:17:20.083	360

15:17:21.069	430

15:17:22.069	352

15:17:23.081	355

15:17:24.079	358

15:17:25.074	356

15:17:26.074	394

15:17:27.089	366

15:17:28.089	368

15:17:29.089	362

15:17:30.089	350

15:17:31.091	364

15:17:32.091	348

15:17:33.090	313

15:17:34.091	354

15:17:35.094	353

15:17:36.094	354

15:17:37.093	360

15:17:38.098	363

15:17:39.091	364

15:17:40.097	365

15:17:41.095	349

15:17:42.092	348

15:17:43.094	363

15:17:44.110	379

15:17:45.110	361

15:17:46.106	350

15:17:47.101	362

15:17:48.109	348

15:17:49.107	346

15:17:50.112	349

15:17:51.108	348

15:17:52.126	348

15:17:53.126	351

15:17:54.110	345

15:17:55.110	353

15:17:56.109	362

15:17:57.109	353

15:17:58.109	360

15:17:59.109	362

15:18:00.125	362

15:18:01.124	358

15:18:02.124	354

15:18:03.140	354

15:18:04.124	355

15:18:05.124	340

15:18:06.127	343

15:18:07.127	360

15:18:08.127	358

15:18:09.126	361

15:18:10.126	361

15:18:11.129	347

15:18:12.132	335

15:18:13.139	411

15:18:14.121	301

15:18:15.129	347

15:18:16.138	334

15:18:17.136	357

15:18:18.136	357

15:18:19.135	356

15:18:20.135	361

15:18:21.135	352

15:18:22.135	346

15:18:23.134	359

15:18:24.134	362

15:18:25.134	362

15:18:26.136	343

15:18:27.136	356

15:18:28.136	359

15:18:29.136	349

15:18:30.152	334

15:18:31.138	357

15:18:32.153	348

15:18:33.153	357

15:18:34.153	358

15:18:35.153	350

15:18:36.155	357

15:18:37.155	358

15:18:38.155	358

15:18:39.155	354

15:18:40.154	343

15:18:41.157	345

15:18:42.157	347

15:18:43.157	333

15:18:44.156	341

15:18:45.156	342

15:18:46.159	342

15:18:47.158	344

15:18:48.158	347

15:18:49.168	358

15:18:50.171	384

15:18:51.171	365

15:18:52.171	343

15:18:53.171	344

15:18:54.170	346

15:18:55.170	352

15:18:56.173	346

15:18:57.173	348

15:18:58.173	330

15:18:59.172	337

15:19:00.175	351

15:19:01.180	330

15:19:02.175	354

15:19:03.178	366

15:19:04.178	349

15:19:05.177	345

15:19:06.177	356

15:19:07.176	346

15:19:08.177	347

15:19:09.176	452

15:19:10.176	373

15:19:11.194	356

15:19:12.178	343

15:19:13.194	340

15:19:14.194	389

15:19:15.209	354

15:19:16.196	357

15:19:17.195	346

15:19:18.195	361

15:19:19.195	341

15:19:20.195	316

15:19:21.194	357

15:19:22.194	345

15:19:23.194	353

15:19:24.194	342

15:19:25.209	346

15:19:26.198	341

15:19:27.197	358

15:19:28.197	350

15:19:29.213	352

15:19:30.197	348

15:19:31.199	353

15:19:32.199	342

15:19:33.214	366

15:19:34.214	352

15:19:35.214	342

15:19:36.217	358

15:19:37.231	352

15:19:38.216	354

15:19:39.216	340

15:19:40.218	337

15:19:41.217	340

15:19:42.217	345

15:19:43.217	358

15:19:44.217	343

15:19:45.217	352

15:19:46.220	340

15:19:47.234	352

15:19:48.219	352

15:19:49.220	355

15:19:50.225	354

15:19:51.220	381

15:19:52.236	347

15:19:53.235	336

15:19:54.235	342

15:19:55.235	342

15:19:56.237	360

15:19:57.251	354

15:19:58.236	312

15:19:59.252	340

15:20:00.251	350

15:20:01.238	356

15:20:02.238	337

15:20:03.238	355

15:20:04.238	332

15:20:05.237	352

15:20:06.239	339

15:20:07.254	355

15:20:08.239	339

15:20:09.239	349

15:20:10.254	350

15:20:11.241	352

15:20:12.240	340

15:20:13.240	260

15:20:14.240	201

15:20:15.255	346

15:20:16.242	349

15:20:17.257	358

15:20:18.257	354

15:20:19.257	347

15:20:20.257	339

15:20:21.259	354

15:20:22.259	348

15:20:23.259	346

15:20:24.259	340

15:20:25.258	353

15:20:26.260	347

15:20:27.259	336

15:20:28.259	338

15:20:29.259	352

15:20:30.259	352

15:20:31.261	340

15:20:32.261	342

15:20:33.261	352

15:20:34.260	354

15:20:35.276	337

15:20:36.276	347

15:20:37.275	350

15:20:38.275	337

15:20:39.275	340

15:20:40.275	352

15:20:41.274	338

15:20:42.274	341

15:20:43.274	348

15:20:44.274	351

15:20:45.273	342

15:20:46.276	348

15:20:47.275	348

15:20:48.275	355

15:20:49.275	343

15:20:50.291	352

15:20:51.277	378

15:20:52.293	335

15:20:53.293	343

15:20:54.292	354

15:20:55.292	340

15:20:56.295	334

15:20:57.294	346

15:20:58.294	355

15:20:59.294	342

15:21:00.294	350

15:21:01.296	266

15:21:02.296	344

15:21:03.296	352

15:21:04.296	335

15:21:05.295	353

15:21:06.314	338

15:21:07.302	328

15:21:08.303	347

15:21:09.302	337

15:21:10.302	336

15:21:11.314	349

15:21:12.299	349

15:21:13.314	311

15:21:14.314	339

15:21:15.313	348

15:21:16.313	336

15:21:17.312	337

15:21:18.313	347

15:21:19.313	349

15:21:20.312	341

15:21:21.315	337

15:21:22.315	342

15:21:23.315	351

15:21:24.315	349

15:21:25.315	340

15:21:26.317	336

15:21:27.316	331

15:21:28.316	348

15:21:29.316	337

